"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11","2019-12"
"South Mountain","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155000,155000,154700,157500,153000,162888,160500,169500,169700,169900,170200,173150,169000,168900,169950,174000,174900,175000,177605,180000,180000,185000,189700,188900,183950,189500,180000,184900,179000,179950,188250,192999.5,206000,204900,204900,197500,197700,199900,215000,212000,219490,221995,223111.5,223000,219990,219900,224900,220000,224900,220000,229000,229000,224999,225000,225000,220000,229900,225000,224900,224900,219900,219800,216400,225000,229900,229000,229900,229900,234300,230000,235000,238450,240000
"East San Jose","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",34,294587.5,288500,295000,299900,299000,299000,299974.5,299900,299000,299000,295450,299900,299000,298975,299000,299000,293750,299900,3e+05,315000,305000,305000,305000,3e+05,298700,304900,319000,324900,319950,325000,329000,339000,324800,349100,369000,375000,379000,398888,399000,420000,430000,437000,440000,445000,464999,469995,477000,479499.5,479499.5,495000,489500,485000,489894,494000,499000,499000,499000,489000,498888,499250,499000,520000,549000,549000,549000,548944,549000,549444,550000,550000,550000,549000,550000,550000,549499.5,554999.5,567000,588500,599000,599528,609000,599000,595000,599888,624500,625000,635000,629950,639000,629684.5,650000,649950,649950,654000,649214,670000,689443.5,720000,719500,749000,760000,749500,750000,759900,774950,750000,749444,749943.5,764700,766944,779944,799970,783944,760000,750000,750000,788800,779999,769000,774500
"Bushwick","New York","NY","New York-Newark-Jersey City","Kings County",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739500,799000,799000,899000,799000,844000,849499.5,850000,899000,879000,962000,899000,899000,899000,899000,899000,895000,895000,950000,995000,970000,950000,979500,949999,949999,869000,895000,899000,947000,959000,969000,949000,899000,857500,857500,835000,829999,790000,729000,695000,655000,690000,599000,599000,625000,642000,645000,645000,620000,599000,599000,608000,603025,599000,590000,584500,594000,594000,601500,625000,599000,611500,599000,599000,599000
"East Flatbush","New York","NY","New York-Newark-Jersey City","Kings County",36,399000,4e+05,399000,399000,399000,399000,399000,399000,393000,389500,389900,379000,385000,389000,389000,385000,385000,379900,375000,369000,360987,369000,369000,375000,379000,379000,384999,379000,379000,379000,379000,384000,379000,369000,369990,379000,391000,399000,399000,395999,399000,399000,399000,404500,4e+05,399000,399000,399000,389500,397000,399000,410000,425000,425000,430000,425000,420000,399000,399000,399000,399000,425000,425000,425000,449000,449250,459000,459000,459000,464500,459000,479000,479000,479000,499000,499000,499000,499000,519000,519000,502500,5e+05,499000,522000,525000,539000,549000,529000,529000,529500,525000,525000,525000,519000,508450,498000,515499.5,440000,471500,542000,549000,549499.5,554500,549999.5,549000,549000,550000,589497.5,565000,576000,565000,599000,595000,579000,579000,575000,575000,580000,579000,595000
"South Side","Corpus Christi","TX","Corpus Christi","Nueces County",37,169900,165000,168500,165700,168500,168990,167450,164900,164900,163900,164900,161500,159900,165000,167900,164900,164900,164900,164500,166000,164900,166250,159949.5,163850,162900,159900,155000,162500,164950,165900,169900,159900,159900,158200,155000,154900,154900,159000,159900,162700,171000,175782.5,175000,176900,175000,177187.5,182900,185250,184975,189000,187900,210000,206450,218312.5,214000,218900,207407.5,199900,204900,208915,217700,214900,225000,199999,205000,199900,198075,199900,199900,199900,199900,203950,205000,204900,215000,218450,214900,209900,209945,207500,209900,210000,211500,210330,211950,214450,212000,214900,214000,213950,214900,212900,210000,210000,211000,215000,219900,219900,220900,220990,224900,224900,224447.5,219999.5,223500,224250,219900,221940,224000,224900,224900,229250,228900,229900,229900,227495,224900,228900,229500,227084
"Alief","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",38,85000,85000,84990,85270.5,85000,85000,85000,85000,84900,84900,83200,81500,79000,78000,76450,79000,79900,78500,77747.5,77500,75000,72900,72500,74900,74925,74000,73900,69900,68150,69900,70000,76600,74700,69900,69900,69950,71000,73200,72500,74900,74331,77000,79800,83750,84900,84900,89900,89000,87500,89000,88500,85000,91200,1e+05,106900,112250,1e+05,107000,102000,1e+05,99994.5,99995,108000,105000,109550,106950,109000,110000,125000,128000,120000,125000,128000,128000,127000,129500,124900,124950,130000,129900,129950,135000,135000,129000,135000,139900,138000,135000,131000,136950,130000,135000,138000,139375,140000,148950,148000,146950,148900,154900,149700,149000,149400,151000,150000,142500,140000,140000,139950,134750,138000,138000,145000,149999.5,149999,149850,152434,152000,153950,155000
"Corona","New York","NY","New York-Newark-Jersey City","Queens County",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495000,517500,488500,497000,499000,478000,469000,493500,493500,499000,499000,494000,485000,427000,395000,433000,379900,377000
"East Memphis-Colonial-Yorkshire","Memphis","TN","Memphis","Shelby County",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129000,134000,139000,139900,149500,149500,145000,143900,142500,139900,133500,134000,129900,124900,122500,125000,134900,134200,135500,135000,135000,139900,139900,130000,129900,127900,128000,130000,144900,139900,145000,140000,134900,121900,119000,119950,117700,118900,119900,121825,129900,129900,139950,142000,139350,139000,138500,135000,134900,129500,129600,134500,142000,137000,142000,143250,149937.5,149000,158950,169900,154682.5,134900,139900,155000,167500,183800,189900,190000,186000,175000,169900,169250,168700,149950,165000,174950,171950,185000,189000,189900,189450,179500,192000,189900,189900
"Sunset Park","New York","NY","New York-Newark-Jersey City","Kings County",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565000,540000,519000,5e+05,540000,528500,549500,550000,550000,550000,550000,550000,550000,550000,560000,578500,550000,520000,517500,515000,517500,550000,585000,575000,575000,570000,560000,584950,594450,572500,592450,597000,580000,580000,560000,584400,576500,575000,560000,567000,555000,552000,560000,552500,552000,530000,539000,572500
"Concourse","New York","NY","New York-Newark-Jersey City","Bronx County",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000,282500,299000,307450,289000,285000,285500,289500,287250,289000,299000,269000,287000,297000,297000,315000,319000,302499.5,309900,325000,299999,299450,3e+05,3e+05,3e+05
"Bullard","Fresno","CA","Fresno","Fresno County",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270000,273000,269925,264450,279900,285500,285000,284900,289000,279950,275000,280000,280000,284700,279712.5,274950,280450,274900,267100,275000,274300,283650,284950,275000,266900,260000,261250,269900,275000,273000,275000,279950,275000,280000,279450,275000,275000,275000,285000,285000,265000,279900,288950,285675,285450,294700,298000,298950,301050,309475,315000,306700,299900,307450,314900,302500,311250,313850,311250,310000,312800,314999.5,315000,304949.5,299000,299999,305000,314997.5,310000,315000,319900,319725,320000,315950,309950
"Southwest Dallas","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",44,124900,121000,119900,120000,119000,119250,119000,117750,119450,119900,119000,117469,115950,119900,115560,110000,115000,125250,115000,115280,110000,109900,109900,115000,115400,109900,108000,109000,109900,113500,108900,110000,105000,110000,110000,115000,110000,118500,120000,115000,119900,119000,124945,126000,129669,128825,122900,130000,129900,129000,129900,134900,133250,135000,139250,140000,145450,139900,135000,139250,145000,147200,145000,150500,151000,153000,149900,153700,150000,156000,158700,150000,150000,148400,154998,165000,169900,175950,173400,171500,169994.5,179900,185000,179900,179900,199950,199000,199033,205000,205450,219900,217750,217750,224900,219900,218000,220000,229000,219900,225000,229900,234900,229900,225000,229900,229900,229900,229900,229000,237900,239000,239000,239000,239000,232000,231000,235000,230000,229450,232000
"Bensonhurst","New York","NY","New York-Newark-Jersey City","Kings County",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479000,484500,543000,489000,489000,518000,5e+05,564500,629000,599000,629000,639500,649000,640000,662000,640000,689000,708500,699000,724000,695000,698888,714000,733500,709000,709000,694000,672000,668500,699000,761500,739000,669000,738500,738000,747888,668000,659000,682500,722000,725000,720000,725000,748000,799000,799000,758000,785500,750000,749000,743000,748500,743000,748000,748500,655900,659000,668000,672800,675000,680000,699000,732000,719000,704000,725000,709000,699000,699000,720000,709990,726500,709000,729180
"Central City","Corpus Christi","TX","Corpus Christi","Nueces County",46,78550,78950,79500,77900,74900,74000,65000,65500,67000,68500,69900,69900,68000,66900,68040,69500,69500,69925,76250,79900,74900,68000,68250,66950,67000,69700,74900,64900,64950,69900,78000,79900,79900,79000,79900,79900,72000,73500,73000,69900,72000,74500,74900,75000,75000,74900,74500,74900,74700,79999,81475,82000,85000,82900,89900,91950,85000,82800,80650,85000,84900,84000,85000,89000,89450,94500,89900,89900,94825,95000,92500,93450,97950,98250,109900,109900,109900,105000,103400,109900,109900,104900,106000,105000,99900,105000,1e+05,107541,109950,115000,114900,114900,110950,105950,107950,105000,109900,110000,110450,115000,103900,99900,99500,99700,105500,105000,104950,103450,106475,108000,114900,114900,119000,119900,119900,119900,115900,119900,119900,119900
"West San Jose","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",47,650000,675000,669000,678300,679000,682250,699850,699000,669844,639000,604475,599000,599000,648944,649894,675000,696500,692000,675000,675000,665000,648250,639000,599000,599500,624950,619800,629000,648888,690000,699000,711500,699400,728444,699450,699000,699400,778994,772000,792000,799000,789000,789900,781500,765500,769000,769000,777888,775000,849000,799000,849000,863000,879000,891500,899000,898000,864499.5,850000,899000,899450,989500,928944,948000,989889,1028500,992000,999000,999000,1024900,1048000,999950,988888,1058000,1118888,1128444,1089000,1059400,1098950,998444,1090000,1099900,1115000,1098750,1100000,1069500,1149950,1149950,1190000,1185000,1199000,1278500,1200000,1198000,1199000,1199000,1390000,1398000,1395000,1398000,1414944,1398500,1438000,1479000,1399500,1389444,1395000,1349000,1399000,1399999,1448888,1449900,1480000,1350000,1299444,1343400,1348000,1248000,1200000,1200000
"Elmhurst","New York","NY","New York-Newark-Jersey City","Queens County",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380000,375000,385000,380000,380000,339000,333000,349444,375000,380000,399000,389500,399000,379000,389000,418000,399000,392000,399000,398000,387000,385000,406500,449000,449944,449000,444450,429000,460000,459500,530000,509000,499499.5,467000,493444,504444,545000,545000,520000,559611.5,564000,568000,568000,558800,545000,554000,535000,520000,524944,526500
"East","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",49,84947.5,89485,89900,89900,89900,89900,88000,87300,87500,87000,85250,84900,84000,84900,80000,80000,82000,80000,79900,79900,79900,80000,83000,80000,81500,79999.5,80800,79900,79900,79900,80000,79450,80000,80950,82000,80000,79900,83900,85000,82500,84950,87900,84000,84900,89900,94000,89900,89900,95000,99500,99000,99750,99900,97750,105450,112000,105000,98250,90000,93450,95000,95000,99250,99900,103400,105000,115000,115000,115000,118000,112000,115281.5,119950,119900,119900,119400,121700,122900,124900,125000,119900,123000,125000,125000,125000,129650,129995,139900,140000,144805,148000,145000,145999.5,149500,149900,151317,155000,151900,159000,160000,167000,167900,175000,174777,169000,167900,165000,167900,170000,174900,174995,175000,178000,180000,185000,185000,183900,190000,184950,184900
"South Scottsdale","Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322450,309000,335000,317500,309000,345490,367495,357495,365445,389600,369900,360990,332062,362695,370490,398805,405494.5,399000,397495,396995,394205,399995,386995,385671,392995,424900,450000,444504.5,416900,461958,461958,487900,492484.5,490534.5,487900,470000,484995,489555,465000,441990,465000,449000,430000,427500,417000,429000,453990,430000,442495,415000,415000,415000,444450,406995,4e+05,410495,419000,419000,413450,399950
"Blossom Valley","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",51,415075,413250,440000,434900,422425,424850,420000,425000,419000,405894,4e+05,418888,407000,399000,419000,425000,417777,423263,433875,427950,435000,424500,420000,419888,409950,399999.5,415000,420950,440000,449500,474950,465000,452500,468500,465000,479475,499894,525000,535000,549950,550000,581000,580500,595000,589000,598000,599000,599000,599000,599000,635000,649000,649000,649444,649888,649900,649950,650000,668888,649450,666944,679388,678000,685000,669000,695000,699974.5,699900,699000,692450,683440,669000,699000,699000,725000,745000,749000,739000,740000,741950,749500,755000,755000,756500,750000,765931,780000,784000,796500,799975,809950,8e+05,819000,829888,834975,874000,877753.5,875000,899000,924444,930000,929000,910000,899000,895000,898000,852500,879000,899000,899974.5,939000,948944,949444,935000,915000,899000,875000,854500,850000,849000
"North Long Beach","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",52,240000,239000,239000,239900,239900,239000,239000,245000,239000,239000,239900,239900,232000,225000,225000,225000,224950,229000,230000,229000,225000,225000,225000,220000,219900,218000,220000,225000,225000,229000,230000,236000,239900,240000,250000,259000,269900,270000,282450,280000,290000,290000,3e+05,312000,305499.5,308000,315000,319000,315000,325000,329900,322000,328444,325000,329900,335000,325000,330000,330000,330000,338000,342500,340000,340000,345900,345000,347450,354950,359900,359000,362500,367000,369000,374900,377000,375000,384949.5,384900,387000,397000,399000,399900,389500,389000,387000,399000,409900,419900,419900,424990,427000,438500,438950,449900,449900,450000,449900,446500,439900,447450,456900,469999.5,474750,475000,468900,469000,454000,469999.5,470000,475000,470000,475000,477000,480000,480000,474000,480000,485000,487000,488098
"Logan Square","Chicago","IL","Chicago-Naperville-Elgin","Cook County",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299900,294000,309450,319900,319900,312499.5,315000,295000,289900,3e+05,315000,319450,325000,309000,330000,329000,324900,324950,332450,344000,349450,349950,372000,390000,399900,399000,375000,375000,385000,389000,394500,399000,414950,443900,449000,449900,449000,419450,419450,399900,419900,424900,406450,409999,409999,399900,419000,427450,449000,415000,419250,425000,435000,441950,439900,448900,444900,439900,435000,447000,449900,435000,425000,425000,435000,429000,425000,424888,434900,435000,444900
"Sheepshead Bay","New York","NY","New York-Newark-Jersey City","Kings County",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599000,585000,575000,575000,570000,549000,539000,569499.5,499000,529000,575000,575000,539000,486932,499000,479000,499000,499000,499000,499000,479000,499000,499000,499000,550000,550000,559000,549000,549000,535000,529800
"Soundview","New York","NY","New York-Newark-Jersey City","Bronx County",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225000,227000,232000,239900,269000,296367.5,293000,293000,296367.5,310368.5,293000,293000,281000,293000,293000,272250,254000,269000,269000,249000,250000,294000,3e+05,3e+05,3e+05,3e+05,3e+05,3e+05,3e+05,299500,3e+05,289000,289000
"Willow Glen","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",56,724950,715000,699950,699000,699000,685000,686944,688944,669000,649937.5,644000,649000,635000,648500,629700,649425,650000,649425,649959,645000,630000,629000,619000,625000,599000,619000,625000,629000,641674,669000,674900,669000,699725,699999.5,699000,659000,685000,699000,719000,788975,793500,779000,749975,758000,775000,772475,799950,824975,795000,829000,849950,798000,799000,821944,849000,799000,799950,842000,840500,799000,799850,875000,899000,898900,889000,899000,899000,899000,899000,899869,899000,899250,946500,950000,989000,1047500,999000,998000,999999,1038800,998000,1014000,995000,970000,974950,999450,1069000,1055000,1099000,1044007,1088000,1099000,1150000,1196500,1150000,1149000,1294000,1298500,1299000,1297000,1299000,1298000,1298000,1273500,1277500,1249950,1250000,1198000,1199000,1249000,1249000,1249000,1275000,1200000,1199000,1199000,1199000,1190000,1177000,1150000
"Southeast","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",57,126950,125000,125000,125000,125000,127000,127150,128000,125900,128000,128900,124500,122500,120000,122250,120000,119950,124900,121000,121000,119900,119900,123250,121800,119925,121550,119900,124800,124850,124900,124900,124900,124999.5,125000,125000,125000,129500,129400,132500,134900,135000,137999,137000,139900,144000,139900,139450,140000,140000,144900,145000,145000,145000,145000,145000,144900,144900,144900,140000,145000,149900,157500,155000,155000,155000,159900,165000,165000,164900,163450,164900,160000,166500,165250,165000,169900,175000,175000,174945,175000,179000,179000,175000,175000,179900,179950,184900,185000,189900,193250,194900,194900,199900,196950,199900,198200,198200,198500,199900,204950,209900,214900,215000,215000,215000,217500,225000,225000,228000,227950,229900,229000,239900,239900,239000,240000,240000,245000,247500,244000
"Canarsie","New York","NY","New York-Newark-Jersey City","Kings County",58,395000,392450,399000,399000,399000,410000,412500,419900,399000,399000,389000,385000,377000,355000,359999,355000,369000,369000,369000,368500,357000,357000,359500,350000,350000,369000,365000,357000,376500,379000,376500,387000,387000,385000,389000,379500,379000,379000,379000,385000,389000,389000,389000,389000,389000,389000,399000,399000,399000,389000,389000,399000,389000,380000,395000,385000,379000,379000,379000,379000,379000,379000,375000,379000,379000,379000,379000,379000,379000,379000,375000,374999,379000,429000,429000,429900,429000,429450,429000,419999,419999,419499.5,419999,429999,449000,439500,429450,439000,429450,429900,437000,430000,439000,439000,455500,454000,460000,444500,419000,429000,441730,462000,472499.5,469000,479950,499000,489900,499000,499000,499000,499000,499000,499000,499000,485000,469000,469000,429900,439000,439000
