"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11","2019-12"
"Brainerd","Chicago","IL","Chicago-Naperville-Elgin","Cook County",814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000,134900,133500,136250,133500,140000,139950,149900,145500,140814,139900,141400,144450,132450,127000,118900,124900,119899,123750,144646.5,145363,129450,137450,132000,129900,127900,127700,125000,127900,139900,153950,153000,159900,159450,149000,149000,148950,139000,149450
"East Renton Highlands","Renton","WA","Seattle-Tacoma-Bellevue","King County",816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537475,539977,549499.5,550000,549999,559900,549419,529500,535000,537500,549975,587000,589000,589900,624975,619950,614900,590000,579950,574000,589975,555000
"Murraysville","Wilmington","NC","Wilmington","New Hanover County",817,175500,174950,175000,175000,175000,169925,169900,169900,174900,174900,171450,175000,175000,174000,174250,164900,168000,167500,166250,165000,159900,159991,159000,153000,150500,159500,159250,165000,157250,157000,158500,163450,164950,164950,168500,169900,174900,172000,169000,169900,164900,159900,165000,166250,173500,174000,186500,187450,174450,187400,189900,185000,189900,194750,199000,202900,202900,189900,198900,189900,199425,189900,178000,179950,185000,190000,189450,184900,211900,184950,189900,192400,189000,213830,216725,219500,197500,190000,193995,199950,224900,226500,226500,232875,230000,225000,229000,229950,224900,226320,229900,230000,230000,229950,236195,244900,252400,256950,243450,245000,260000,247990,245000,250000,250000,254900,253115,256005,262990,262000,254945,259070,257490,260000,262240,260495,259000,248250,249995,249945
"Meridian Kessler","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299450,327500,359000,311950,299950,324900,304495,289990,288000,315000,329900,375000,382000,384000,329500,314500,305000,305000,299900,284900,299900,294450,275000,319900,339000,330000,311900,304949.5,314900,3e+05,287000,282000
"West Side","Newark","NJ","New York-Newark-Jersey City","Essex County",819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,223000,202476.5,2e+05,208000,210000,221000,239865,249000,249900,249999,249999,275000
"Angel Park Lindell","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125500,124900,125000,130000,129000,129900,129825,130000,145000,143700,143750,144950,144900,143450,144950,148000,145950,144900,149450,154990,159900,159900,155000,161000,165000,170000,164495,169450,169900,167950,169000,170400,177000,179000,181999,189900,180000,169900,175000,175636.5,180000,190000,198950,204950,195500,185000,185000,173900,179900,175000,189500,199900,184975,186500,199900,211000,229000,217937.5,217000,219000,211000,214995,212450,207999,214200,210000,214950,227500,229500,239450,239900,232000,232000
"Gibson Springs","Henderson","NV","Las Vegas-Henderson-Paradise","Clark County",821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229900,205000,214450,219999.5,234999,239000,245000,239945,247495,229900,214900,214900,205000,198867.5,217000,226750,239000,244000,243500,249500,245000,248000,249900,249900,255000,282450,264990,264990,275000,278500,274499.5,280444,293990,280888,293990,310000,307499.5,304999,309000,291994,318750,299900,289450,310000,3e+05,285000,284950,288000,287750,275000,259900,245000,257950,277450,284900,295944,309999,290000,319000,320000
"Cherry Hill Mall","Cherry Hill Township","NJ","Philadelphia-Camden-Wilmington","Camden County",822,229000,239850,247450,244950,249900,249949.5,249900,249900,239900,236000,234900,229500,227000,225000,229000,239900,239900,239900,244000,242000,239945,239500,234750,241250,239900,232400,230000,239900,229900,229900,225000,219900,219900,219000,211900,209900,199000,204950,2e+05,204750,219000,219444,204500,219900,210000,212500,219000,209999.5,204500,199900,199900,214450,223450,225000,219900,220000,225000,219500,220000,220000,223700,214500,209900,227450,229450,229900,224900,225000,227450,206950,2e+05,2e+05,207350,199000,210000,219900,219000,221700,225000,220000,219950,224950,229500,220000,209805,222000,223000,229774.5,219900,225000,229900,230000,225000,229900,229000,219900,210000,219900,209900,209900,207000,212450,221950,230000,235000,234900,230000,229250,225900,229700,236900,239000,242000,250000,247500,239450,233900,239900,250000,256950
"Willow Meadows - Willowbend Area","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269000,268250,250000,263700,289000,299000,269900,289000,306000,307000,309999,309000,305000,325000,332750,348000,354207.5,349000,338800,349000,348250,367000,385000,385000,385000,385000,379000,375000,376700,374700,354500,375000,366750,369450,375000,375000,379900,370000,355000,360000,349000,349000,349000,349900,345000,362000,342000,338000,349000,338450,322500,302500,314500,3e+05,302500,324900,325000,325000,320000,322500,325000,329900,339000,329900,327450,322500,325000,320000,338000,329000,325000,325000,315950,3e+05,315000,309000,312500,315000
"Album Park","El Paso","TX","El Paso","El Paso County",824,139950,140000,138997.5,135480,135480,139000,139000,136000,129900,129450,134950,135000,127500,129900,127000,126900,136000,156950,154000,145000,141750,135000,129000,129000,127700,130925,129900,135000,133350,141838.5,130000,129500,125000,129500,129900,129900,126650,129900,129900,130000,134200,133000,134900,137770,139900,135000,134000,129770,129000,129000,129500,129500,129935,125000,125000,125000,126700,125900,125900,125425,121000,125925,125346,125371,125000,125950,127950,130000,130000,130000,134879,131425,134770,128950,129425,130000,130000,129900,125000,126900,127950,125000,122500,123150,134000,130000,127900,129900,129900,127900,129450,129000,131400,129650,129900,132900,135000,135335.5,132450,135000,134950,132425,131500,139900,139900,150100,139900,138950,141975,140972.5,136500,148800,137000,151500,146225,154975,154000,155000,151000,155000
"South Hills","Charleston","WV","Charleston","Kanawha County",825,239000,239450,238750,236900,238500,239000,239700,249900,259900,249900,239700,222400,198000,199900,199000,215000,229900,224900,214900,229000,234500,226200,221250,2e+05,213750,199900,214750,199900,199900,186750,179900,199450,199900,199900,199000,214450,199700,218000,229900,227900,219900,218500,219000,225000,222200,222200,224900,229000,229000,229450,220000,229949.5,239900,235000,231250,229000,226000,214900,207000,198500,191900,196250,195000,194900,202119.5,199999,199000,203450,209000,202449.5,209500,225000,212500,219500,220000,219000,219450,219900,219000,215000,223200,212500,214900,215000,222450,219900,219900,229000,224950,219900,228450,247500,226000,216500,210000,199400,199999.5,199999,207400,226950,224500,213950,217900,218900,234200,239900,229000,224450,229000,209950,212000,195000,199900,222400,226200,239000,222450,212200,209900,209700
"Jacksonville Heights","Jacksonville","FL","Jacksonville","Duval County",826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109450,104900,102900,115000,113450,108950,109900,107750,106750,107950,110000,109900,110000,110000,118000,126875,126875,123521,125000,129900,135500,132500,129900,136000,135000,137500,136000,140000,140000,142000,139912.5,139900,137000,134775,139900,139900,138500,139900,148500,140000,135000,139900,145450,149000,145000,149000
"Southwest","Wichita","KS","Wichita","Sedgwick County",827,79450,77000,77250,77900,74900,74900,74900,74900,75000,73450,72500,72450,69900,74900,75000,74950,75000,74950,77000,74900,71500,70750,69900,69900,68500,69950,74900,69900,71900,69900,70000,70000,69900,68900,70000,69950,69700,69900,73000,69900,69900,70000,70000,69450,68500,67900,69900,67900,69900,73500,70000,71000,73000,72700,73500,71249.5,72700,71000,71250,70000,69900,69900,69900,69900,69900,68900,69900,72900,70000,69900,70000,69950,69900,72000,69900,70900,69900,74900,75000,75000,75000,74900,74900,74900,78000,76750,78900,77500,79900,79900,79900,78950,83750,79900,80950,79500,79500,79900,79900,78999,80000,79900,82500,79900,86000,84950,79950,79450,78000,78950,89950,88250,86950,87700,88900,84900,80700,85000,89000,89000
"Windsor","Denver","CO","Denver-Aurora-Lakewood","Denver County",828,102900,98450,95000,95000,95000,99000,95000,101500,104900,99900,96500,95000,95750,95000,94400,90000,90000,94900,89900,89950,89900,89750,89900,84950,85000,83000,84700,79950,83950,92000,99000,95000,98000,99999.5,105900,104800,1e+05,107900,99900,105450,110000,1e+05,109900,114925,109900,119500,119700,125000,124990,116900,114900,114900,107450,119900,116500,120000,123900,129000,139900,129999,134200,134900,150500,154500,152900,149900,158500,158500,172000,179450,179900,179000,179900,180000,179900,179900,175000,189000,182250,179000,182500,199900,199900,199900,2e+05,2e+05,2e+05,2e+05,207500,199998,2e+05,215000,225000,219950,225000,225000,227000,230000,230000,229250,229900,217000,210000,218950,224900,219900,215000,215000,215000,214900,213950,210000,210000,209925,209450,206500,209900,209995,215750,214900
"East Woonsocket","Woonsocket","RI","Providence-Warwick","Providence County",829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179000,184700,199000,214900,219900,219900,239900,219950,220000,214000,225000,232450
"River Mountain","Little Rock","AR","Little Rock-North Little Rock-Conway","Pulaski County",830,268450,259500,288450,284500,299000,319900,327450,315000,299000,289950,289900,284450,274200,274200,269000,269900,285000,284900,269900,259000,249950,245000,241400,259900,259900,274900,289000,299000,294900,289900,287500,277250,275200,284500,265500,265250,272400,277000,274400,259900,259250,277400,284945,282450,265000,249800,248500,264900,284450,267450,269900,272500,269900,269900,269900,269950,279900,271450,279450,277000,269900,269900,274900,269900,279900,279950,274750,265000,259900,253900,259900,259900,293950,299900,299999,289450,285000,284750,277500,289000,288250,279900,259000,259000,252200,289900,299700,293000,314900,296750,290950,299500,298000,298000,298500,285000,298000,279000,298750,298500,296500,299900,298500,292950,286000,299900,309000,319950,334950,279950,279950,277450,262450,275000,274900,282450,284900,289900,299000,327450
"Riverdale","New York","NY","New York-Newark-Jersey City","Bronx County",831,349000,335000,345000,337000,331250,329500,329000,327000,319000,316500,312500,310000,319000,299450,320000,349000,339000,309000,320000,339000,332450,354000,327500,314000,349450,339000,339000,341750,335000,329000,319000,306000,301000,3e+05,307000,299900,295000,290000,299900,293500,289500,307500,303700,299500,299000,313100,310100,299900,295500,310000,309500,319000,318000,319500,325000,325000,324900,328000,332000,315000,294500,299000,317000,299000,299000,319250,334000,329000,299000,319749.5,320000,320000,324950,319749.5,324900,329450,345000,350000,349500,345000,350000,349900,345000,340000,339500,339000,339000,349000,349000,349000,342000,349000,329000,329000,329500,329000,325000,339000,325000,319750,350000,369500,384500,379000,380000,379000,379000,389000,380000,380000,385000,385000,395000,399900,415000,420000,389000,399450,389000,379000
"Lakeview Terrace","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614450,599450,599900,559900,564900,569450,599000,592000,605000,599450,598495,579990,589000,594990,599000,599450,599900,599000,599900,612000,599450,612450
"Edgewood","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",833,126250,125000,120600,118700,123550,118700,117500,114900,109950,109900,115000,109900,114750,109950,109950,116250,117500,115000,115000,118450,119700,119000,109900,119700,114745,116990,114995,113249.5,104900,104899,1e+05,102450,1e+05,99950,99900,99900,99900,99900,99900,112900,114900,118450,115000,115000,119900,111450,110000,108900,106400,106400,104900,109900,117700,109975,109925,99950,104900,104900,99925,110000,110000,111450,115900,119900,119900,119900,119900,120000,117900,115000,129750,129900,112500,120000,130000,134900,129450,122900,124900,122990,121400,123945,118750,118750,119900,119900,123500,125000,129950,138950,142495,144990,148450,142000,143745,150000,141999,145000,145900,142499.5,145900,154450,149900,145000,148000,144950,144950,145000,137500,141450,148900,150500,160000,158000,158000,172450,173900,164950,160000,156250
"Buckroe","Hampton","VA","Virginia Beach-Norfolk-Newport News","Hampton City",834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,139900,150000,149950,145000,144950,154000,160000,161500,160000,159750,155000,159900,159750,177999.5,179900,190250,180000,179900,169000,164500,158500,164500,149950,149700,159450,159450,177450,174900,169900,169900,171750,174900,179900,179500,158000,165900,164200,176250,174950,174900,169900,173900,169999.5,168000,168950,162400,153400,156499.5,159900,164900,164900,161500,159250,159900,157500,158500,157999,160000,169900,169900,167450,159999,164275,168000,171000,175000,179450,179000,185000,185000,179900,179900,186000,175000,170000,165900,168450,169000,169900,169900,175000,179950,179900
"Green Run","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",835,174900,169700,173700,189900,179900,179900,179900,170000,162249.5,160000,162500,159000,157900,158450,150000,159000,169900,167450,165000,165000,164950,157400,157900,154900,154000,154900,173450,169000,169200,161200,165900,169450,169900,165000,152950,149000,139900,139900,149900,149500,162500,165500,166500,169900,164900,167000,167000,171800,162450,171800,174350,198900,185450,177200,175450,172450,160000,175000,160378.5,162828.5,166000,155000,172450,168000,169000,170000,167450,169950,169950,174750,166125,169950,190000,170000,164000,187450,190000,185000,2e+05,195200,186000,183000,175000,180000,182500,167950,184500,166000,182950,165000,169000,167450,164900,161450,160000,160000,165000,162450,167500,189900,2e+05,205000,191000,186000,163000,165900,169900,186000,170200,179900,199900,207450,225000,218000,204950,180000,180250,185000,178500,189000
"Ocean Crest","San Diego","CA","San Diego-Carlsbad","San Diego County",836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459000,469000,494500,489000,487000,489000,494000,499450,520000,525000,512500,515000,529000,499500,469000,482000,475000,494500,469900,514950,524000,499900,474900,504500,484000,475000,524000,579000,580000,575000,572949.5,575000,549998.5,452450,439900,450962.5,469800,481071,506893,509000,516282,539495,555000,569000,507896,500740,499870
"Chambersburg","Trenton","NJ","Trenton","Mercer County",837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61450,62950,64950,63900,65000,69372.5,68400,61900,68700,69000,68000,69500,72000,69900,69450,72449.5,75000,80000,85950,79950,80000,80000,79900,79900,84900,89000
"Lee Miles","Cleveland","OH","Cleveland-Elyria","Cuyahoga County",838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59900,64950,65000,64900,61450,55000,57000,56000,55000,54900,49950,49700,52500,50000,55000,55900,59900,59500,60000,63900,59950,58500,54900
"Mars Hill","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66500,69900,69900,70050,70100,74900,74950,71500,69999,68900,69900,69900,68400,69950,70000,69900,69000,65000,65000,67900,65000,67900,68800,69350,70000,75950,77000,79900,81500,74900,74900,80617.5,74950,79735,79735,79735,79900,83500,81450,85000,81450,74000,78900,79900,79949.5,79949.5,82400,79950,85000,89900,89900,95000,99900,95000,1e+05,99950
"Brentwood-Darlington","Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189900,184900,189450,214900,214900,219700,219900,204500,216100,199900,199900,195000,218000,213000,217250,222450,209450,220950,212450,199999,2e+05,205000,219900,233055,249000,237500,235000,239900,249950,252000,249925,237000,230000,249900,263700,269000,275000,275000,293000,297000,294950,292950,292950,294925,296000,299900,299900,299900,315000,325000,325000,319900,321250,319900,325000,325000,327450,319900,326000,344950,349900,344900,325000,337050,327450,325000,325000,332750,334750,340000,349893.5,345000,345000,334999,339725,345000,339900,335000,335000
"Heritage","San Antonio","TX","San Antonio-New Braunfels","Bexar County",841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164998.5,165000,159948.5,157750,158750,160000,164995,163500,166464,179000,179500,169750,165000,159950,165000,164900,163450,160000,160000,171950,174000,175000,177450,175000,175000,182999,183499,186999,187999
"South Land Park","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379950,399250,399750,399500,433000,399000,419000,441450,439450,432000,379900,395000,419000,394900,399900,427000,424450,387000,364750,370000,409900,415000,415000,424900,429000,439900,439900,449900,459250,449000,437450,439900,429000,419900,399975,399000,399500,422000,435000,429000,424000,461500,427450,428500,448000,464750,465000,464750,470000,480000,482450,484450,499000,499750,480000,479975,474900,462590,465000,468000,449888,464500,449894,459000,489000,479000,525000,519900,519900,544450,537000
"Lazy Brook - Timbergrove","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",843,287000,299900,299000,299900,297000,297000,289900,299900,299450,299888,299900,284000,293900,287000,287000,289900,293450,289900,299000,289900,279450,279900,279900,279900,280000,289000,279950,300950,299450,310000,310000,323950,333900,326950,314450,319250,319500,339950,325500,332199.5,345000,354000,354500,359900,369950,391250,409000,398450,399950,396777.5,399000,419900,429900,424950,430000,438500,449900,439450,449900,439450,450000,439450,426500,439000,429900,429900,444995,429990,429990,439900,429990,432490,439990,444900,449000,449450,449000,450000,449750,434900,427450,450000,449000,448000,439900,429000,445000,439450,435000,435000,435000,435000,445000,442450,440000,436000,419450,432400,436000,437495.5,439900,441176.5,436000,424950,424950,424900,427000,429000,434945,435000,439250,440000,444500,449700,449000,440000,437000,435000,436000,424000
"Cochran's Crossing","The Woodlands","TX","Houston-The Woodlands-Sugar Land","Montgomery County",844,321750,310930,312965,314000,309000,304000,3e+05,288500,294500,297250,304900,296250,3e+05,324999,324999.5,318000,310000,299900,299900,315000,312000,312000,322400,330000,329900,329900,299900,344500,344500,335000,299999.5,292000,296000,299000,286500,302500,350500,329500,359900,383000,379450,375000,352450,349900,375000,410000,397450,350000,404900,435000,410000,439500,462500,469900,499000,493500,482000,480000,479250,475000,483562.5,499900,504800,505750,495000,477073.5,412500,407250,435000,437500,399500,375000,359900,375000,394500,429750,429750,424500,450000,449000,439900,417000,425000,425000,437000,419000,429500,435000,435050,429000,425000,399450,399000,399450,399900,425000,435000,465000,474950,475000,465900,439000,420000,399000,425000,428450,449900,449000,449500,439749.5,439999,440000,462500,465000,450000,439999,452500,460000,449000,449900
"Windy Hill","Jacksonville","FL","Jacksonville","Duval County",845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122500,125000,129900,124750,121900,117000,118000,119950,124900,128950,129900,129900,127750,129900,129900,126750,125000,126750,129950,128900,129250,125000,125000,131250,136500,146900,149900,149950,145745,145200,139900,139900,135000,143338,141900,140950,141650,141900,145000,134900,144950,144900,150000,151900,150000,154900,150950,156900,165000,165000,164900,159900,158450,159499.5,150000,151900,155000,159900,167450,165000,165000,164950,165000,159900,162400,162900
"Highland-Perkins","Baton Rouge","LA","Baton Rouge","East Baton Rouge Parish",846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355500,349900,333500,324056,329950,344000,340000,347000,335000,343500,364500,357050,337500,382000,410000,419000,377450,379000,379900,377450,399000,399900,418150,399900,395000,370000,379000,379050,370000,358750,368000
"Washington Square","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",846,,,,,399000,409000,364999,404000,374500,391950,374000,349000,369900,395000,425000,480000,494900,469900,467400,469450,450000,442450,409900,412450,429000,399499.5,399000,395000,413900,425000,449900,449000,389999.5,379450,379000,348950,348000,390000,429900,425000,365000,359900,407450,392450,374500,392000,419000,399000,356200,370000,389999,372450,377000,389999,404950,425000,399900,387450,378000,397000,399000,374750,389390,392195,384900,382000,384950,376950,399900,407950,422450,435000,384625,384625,439900,432500,465000,420000,410000,425000,415000,415000,415000,442400,4e+05,356000,375000,399450,430000,419000,445000,431500,427000,425000,425000,435000,417500,425000,412500,425000,399000,399000,389000,395000,397000,399499.5,389950,395000,395000,395000,425000,424900,399999,385000,399999,425000,432000,435000,435000,437450
"Mount Airy West","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",848,304400,319999,312450,272450,293250,254900,248000,249900,248950,241450,239900,235000,244900,255000,250000,239900,242450,266100,275000,304950,289450,299900,277450,269900,285000,279900,299900,296900,295000,287200,264500,270000,286900,272400,269900,262449.5,281800,295000,282000,290000,282892,293200,298950,299000,3e+05,305000,299900,289000,3e+05,299900,289900,299000,293450,289000,265000,269900,299700,299000,299900,299450,325000,299500,325000,315000,314000,299250,299450,3e+05,3e+05,299950,299900,309900,309450,312450,325000,350000,337000,344500,339000,325000,349750,349750,344499.5,364950,344250,339000,325000,337000,350000,343000,355815,347500,385000,385000,379000,379000,382500,379500,380000,379000,349250,335000,335000,345000,348450,355000,360000,339900,337450,350000,409900,409950,435000,449450,409900,417450,415000,397200,432450,429450
"Fremont","Seattle","WA","Seattle-Tacoma-Bellevue","King County",849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735000,766586,725000,749975,730000,725000,749000,762000,769000,740000,725000,717475,795000,776500,778400,778000,739995,759950,764975,758000,719000
"Caddo Heights, South Highlands","Shreveport","LA","Shreveport-Bossier City","Caddo Parish",850,187450,183400,189900,199900,189900,203750,213750,215900,219000,214750,210000,215000,210000,215000,215000,205875,207500,215000,210000,199900,199000,194000,189000,188500,188750,179900,185000,182700,189900,189900,189900,195000,215000,214950,209900,209450,217400,219900,208500,198500,209500,204250,207000,195925,216500,215000,216000,217000,215000,205000,199500,191000,194500,202449.5,199900,195000,192500,186000,189500,189500,184950,189900,196750,199000,196750,184950,214999,217500,210000,216250,209900,221750,224950,225000,221500,217000,224500,215000,209900,209650,199900,199450,183700,185250,199000,189950,195000,199000,199900,204900,215000,207000,195000,187000,188500,189000,189900,199450,199900,214900,209900,213450,214900,210000,206000,199999.5,199949.5,205000,205000,215000,199900,198000,194450,191500,189900,189000,179950,181000,184900,179900
"The Fan","Richmond","VA","Richmond","Richmond City",851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434000,404750,389994.5,394749.5,425000,439900,482475,489975,512000,450000,522000,525000,569900,469950,462475,459000,459000,465000,438250,467000
"North Central","Gresham","OR","Portland-Vancouver-Hillsboro","Multnomah County",852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299900,299900,309000,320000,332400,329924.5,325000,324200,321950,321950,319950,319950,339900,345000,345000,350000,344000,335000,337000,325000,327000,335000
"Chisholm Creek","Wichita","KS","Wichita","Sedgwick County",853,129900,129900,129900,129400,132900,129900,129500,130000,129700,129900,129900,126200,124900,122450,127000,124400,125000,126450,125000,126900,127900,129450,123900,117050,116000,119900,116300,122300,122700,119950,119900,119850,119900,122900,123000,119900,111200,113950,114900,124900,122000,120000,115000,117500,122000,124900,124900,119900,120950,125000,125000,124950,128450,129900,124900,124900,119900,124900,125000,129999.5,125000,129000,129000,129000,127700,127900,124900,129900,125000,124950,135400,135900,134500,129900,124900,134250,126500,125500,134900,130000,134900,131950,129900,130000,130000,123900,126950,134900,139900,144900,146700,145000,146250,147500,146250,142500,136900,146250,147700,140000,134900,144900,144900,148900,149900,148900,147950,144900,147800,149950,149900,149950,144900,149900,155000,153000,149950,149900,142000,149450
"Cedarbrook","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",854,,,,163750,159900,157750,150000,152500,155000,155750,159900,155000,155000,149900,152500,149950,155000,159450,159900,159900,159900,155000,154950,154900,155000,159900,159000,152000,155950,149950,147999,149000,145925,149949.5,159900,145000,149950,149950,145000,149900,149900,148575,150950,154900,154900,152450,149999.5,149950,150000,149999.5,150000,149900,149450,145000,142499.5,148000,145000,145000,144700,147000,145000,139900,135000,137950,141450,140000,149900,149950,149450,155000,154900,149900,157250,157000,139000,136500,149900,145000,149950,155000,155000,155000,159949.5,157450,165000,162499.5,165000,159999,177450,179900,179950,179950,174900,187900,184900,169900,170000,184950,186500,197500,183250,192500,197450,199900,199900,193700,180000,180000,178450,185000,185000,180000,187000,189999.5,209000,195000,195000,183280,180000,189000
"Tower Grove South","Saint Louis","MO","St. Louis","Saint Louis City",855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177000,159900,159950,183950,189900,179900,165000,155000,170000,179900,175000,179950,179700,159900,159900,165950,180000,204500,180000,175000,175000,175000,177500,175000,170000
"College Hill","Cincinnati","OH","Cincinnati","Hamilton County",856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84900,82450,92000,92500,99900,99950,93200,97450,99900,95000,97000,94400,94900,94900,110000,115500,119900,119000,119900,119000,105000,115000,102000,96500,108950,118500,119950,109900,120000,125900,124000,121450,119900,124900,121450,121450,118950,119900,119900,129150,126650,138900,137900,136400,127900,109950,117446
"Glen Oaks","New York","NY","New York-Newark-Jersey City","Queens County",857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454000,439000,419450,429000,419000,399900,395000,392000,415900,379000,379000,389000,449000,429000,399900,395000,379000,374950,369900,369000,369000
