zipcode,city,state,metro,county,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03
33409,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,950.0,980.0,999.0,1000.0,992.0,995.0,982.5,989.0,999.0,1000.0,1000.0,1000.0,1000.0,1000.0,992.0,999.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.5,1000.0,1020.0,1047.5,1000.0,1095.0,1075.0,1080.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1175.0,1200.0,1200.0,1250.0,1200.0,1225.0,1300.0,1250.0,1300.0,1300.0,1295.0,1275.0,1300.0,1339.0,1250.0,1250.0,1295.0,1295.0,1300.0,1250.0,1300.0,1250.0,1300.0,1300.0,1313.0,1325.0,1318.0,1350.0,1375.0,1350.0,1350.0,1350.0,1350.0,1350.0,1300.0,1325.0,1350.0
33407,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,1150.0,1150.0,1175.0,1100.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1212.5,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1350.0,1350.0,1357.5,1400.0,1350.0,1300.0,1295.0,1300.0,1350.0,1350.0,1400.0,1400.0,1400.0,1400.0,1400.0,1350.0,1400.0,1350.0,1350.0,1325.0,1297.5,1350.0,1400.0,1375.0,1400.0,1400.0,1395.0,1400.0,1400.0,1400.0,1400.0,1397.5,1437.5,1400.0,1400.0,1400.0
33173,Kendall,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672.5,1650.0,1600.0,1550.0,1587.5,1550.0,1600.0,1600.0,1595.0,1600.0,1600.0,1600.0,1625.0,1600.0,1600.0
33073,Coconut Creek,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,1250.0,1225.0,1250.0,1237.5,1200.0,1200.0,1200.0,1200.0,1200.0,1245.0,1250.0,1250.0,1250.0,1265.0,1255.0,1250.0,1250.0,1272.0,1280.0,1275.0,1250.0,1272.0,1260.0,1250.0,1250.0,1300.0,1300.0,1300.0,1300.0,1275.0,1295.0,1295.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1350.0,1300.0,1350.0,1350.0,1350.0,1350.0,1353.0,1396.0,1367.5,1395.0,1400.0,1400.0,1450.0,1450.0,1445.0,1482.0,1450.0,1450.0,1437.5,1450.0,1450.0,1550.0,1550.0,1550.0,1471.0,1475.0,1500.0,1550.0,1550.0,1645.5,1638.0,1631.0,1594.0,1633.0,1604.0,1624.0,1829.0,1695.0,1680.0,1730.0,1810.0,1775.0
33026,Pembroke Pines,FL,Miami-Fort Lauderdale,Broward,,,,,,1200.0,1175.0,1175.0,1200.0,1250.0,1297.5,1287.5,1275.0,1265.0,1250.0,1250.0,1200.0,1200.0,1237.5,1250.0,1212.5,1250.0,1250.0,1275.0,1250.0,1219.5,1282.5,1250.0,1250.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1350.0,1375.0,1350.0,1350.0,1375.0,1390.0,1399.0,1375.0,1389.5,1390.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1439.0,1400.0,1394.5,1400.0,1400.0,1450.0,1450.0,1450.0,1419.5,1562.5,1595.0,1514.0,1500.0,1450.0,1500.0,1450.0,1485.0,1450.0,1450.0,1500.0,1450.0,1450.0,1450.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1589.0,1562.5,1597.5,1550.0,1535.0,1575.0,1600.0,1595.0
33426,Boynton Beach,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,1250.0,1200.0,1175.0,1200.0,1200.0,1185.0,1136.0,1185.0,1200.0,1200.0,1175.0,1162.5,1210.0,1197.5,1183.5,1170.0,1199.5,1185.0,1195.0,1212.5,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1230.0,1230.0,1250.0,1275.0,1300.0,1300.0,1300.0,1350.0,1350.0,1350.0,1350.0,1300.0,1350.0,1349.0,1350.0,1350.0,1350.0,1350.0,1350.0,1380.0,1400.0,1432.5,1425.0,1450.0,1425.0,1468.0,1400.0,1450.0,1481.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1416.0,1450.0,1450.0,1449.0,1500.0,1475.0,1450.0,1460.0,1500.0,1450.0,1493.0,1500.0,1479.0,1496.0,1496.0,1488.0,1450.0,1475.0,1500.0,1500.0,1500.0,1550.0
33137,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,1855.0,1850.0,1860.0,1925.0,1950.0,1925.0,2000.0,1975.0,1975.0,1975.0,1975.0,1962.5,2100.0,2200.0,2300.0,2200.0,2250.0,2200.0,2250.0,2300.0,2300.0,2350.0,2300.0,2300.0,2350.0,2300.0,2400.0,2400.0,2499.0,2500.0,2500.0,2500.0,2550.0,2565.0,2600.0,2600.0,2500.0,2500.0,2500.0,2500.0,2582.5,2500.0,2450.0,2500.0,2500.0,2505.0,2500.0,2500.0,2500.0,2600.0,2600.0,2600.0,2550.0,2700.0,2750.0,2750.0,2800.0,2800.0,2900.0,2950.0,2900.0,2900.0,2900.0,2800.0,2737.5,2800.0,2650.0,2762.5,2700.0,2700.0,2700.0,2700.0,2700.0,2721.5,2800.0,2850.0,2850.0,2846.0,2800.0,2900.0,2900.0,2900.0,2850.0,2800.0,2800.0,2865.0,2900.0
33304,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,1600.0,1600.0,1570.0,1732.0,1732.0,1900.0,1950.0,1800.0,1700.0,1700.0,1650.0,1550.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1575.0,1550.0,1550.0,1500.0,1550.0,1800.0,1834.0,1750.0,1800.0,1750.0,1897.5,1800.0,1700.0,1800.0,1800.0,1675.0,1750.0,2000.0,2000.0,1900.0,1900.0,2000.0,2146.0,2174.5,2127.0,1941.0,1950.0,2105.0,2152.0,1854.0,1900.0,2026.0,2048.5,2018.5,2058.5,2065.0,2000.0,2071.0,2186.0,2250.0,2300.0,2000.0,2000.0,2000.0,2100.0,2115.0,2100.0
33487,Boca Raton,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,2000.0,2300.0,2250.0,2239.0,2255.0,2267.0,2300.0,2326.0,2306.0,2397.5,2400.0,2386.0,2303.5,2280.5
33145,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,1600.0,1650.0,1697.5,1700.0,1700.0,1700.0,1780.0,1780.0,1780.0,1750.0,1697.5,1700.0,1750.0,1700.0,1750.0,1750.0,1750.0,1799.0,1900.0,1895.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1850.0,1850.0,1900.0,1900.0,1900.0,1950.0,1950.0,1950.0,1950.0,1997.5,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2100.0,2000.0,2000.0,2000.0,2000.0,2100.0,2050.0,2050.0,2000.0,2000.0,2000.0,2037.5,2200.0,2200.0,2242.5,2150.0,2150.0,2200.0,2200.0,2150.0,2150.0,2205.0,2100.0,2000.0,2100.0,2000.0,2000.0,2000.0,2000.0,2000.0,1982.5,2000.0,2000.0,2200.0,2200.0,2200.0,2175.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0
33408,North Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,2200.0,2044.5,2150.0,2200.0,2400.0,2400.0,2300.0,2300.0,2300.0,2500.0,2225.0,2225.0,2000.0
33496,Boca Raton,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1799.5,1741.5,1904.5,2209.5,2216.0,2302.5,2350.0,2340.0,2412.0,2418.5,2373.5,2275.0,2191.5,2063.0,2322.0
33325,Davie,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.0,1543.0,1600.0,1600.0,1618.0,1600.0,1597.0,1600.0,1600.0,1650.0,1625.0,1560.0,1560.0,1599.5,1575.0,1622.5,1599.0
33301,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,1950.0,2000.0,2000.0,2000.0,2000.0,1935.0,1950.0,2103.5,2150.0,2100.0,2200.0,2100.0,2000.0,2000.0,2002.0,2000.0,2000.0,2047.0,2000.0,2050.0,2100.0,2200.0,2100.0,2200.0,2250.0,2300.0,2100.0,2150.0,2270.0,2200.0,2150.0,2150.0,2270.0,2360.0,2350.0,2400.0,2375.0,2400.0,2350.0,2295.0,2300.0,2342.5,2300.0,2355.0,2335.0,2400.0,2375.0,2289.5,2187.0,2250.0,2400.0,2377.0,2430.0,2400.0,2622.5,2300.0,2300.0,2287.0,2107.0,2244.5,2400.0,2100.0,2250.0,2200.0,2347.5,2393.5,2346.5,2409.5,2400.0,2359.0,2600.0,2635.0,2530.0,2500.0,2500.0,2529.5,2500.0,2467.0,2450.0
33328,Davie,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,1750.0,1815.0,1806.5,1728.0,1675.0,1700.0,1728.0,1550.0,1550.0,1595.0,1600.0,1650.0,1650.0,1650.0
33066,Coconut Creek,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,1100.0,1087.5,1000.0,1075.0,1100.0,1150.0,1100.0,1100.0,1150.0,1150.0,1151.0,1150.0,1171.5,1192.5,1150.0,1152.0,1150.0,1152.0,1200.0,1200.0,1200.0,1200.0,1250.0,1230.0,1200.0,1199.0,1199.0,1200.0,1200.0,1199.0,1200.0,1200.0,1225.0,1250.0,1270.0,1250.0,1248.0,1217.5,1250.0,1250.0,1250.0,1221.0,1240.5,1300.0,1286.0,1270.5,1250.0,1250.0,1250.0,1300.0,1300.0,1300.0,1275.5,1250.0,1300.0,1300.0,1300.0,1300.0,1309.5,1250.0,1298.0,1292.0,1293.0,1300.0,1300.0,1263.5,1310.5,1350.0,1401.5,1407.0,1350.0,1364.0,1401.0,1395.0,1395.0,1400.0,1400.0
33067,Coral Springs,FL,Miami-Fort Lauderdale,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.0,1550.0,1500.0,1500.0,1512.0,1550.0,1550.0,1538.0,1550.0,1514.0,1503.0,1400.0,1400.0,1450.0,1500.0,1497.0,1500.0
33480,Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3850.0,3900.0,3900.0,3900.0,3825.0,3987.5,3750.0,3995.0,4500.0,4000.0,4000.0,3750.0
